Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HY,AY,HR,AR
4/4/2004,Aston Villa,Man City,1,1,D,1,0,H,6,7,3,4,1,2,0,0
4/4/2004,Liverpool,Blackburn,4,0,H,3,0,H,24,9,11,2,0,1,0,0
5/4/2004,Leeds,Leicester,3,2,H,2,0,H,15,14,10,9,2,1,1,0
9/4/2004,Arsenal,Liverpool,4,2,H,1,2,A,12,12,7,5,3,1,0,0
9/4/2004,Everton,Tottenham,3,1,H,3,0,H,13,12,10,7,0,3,0,1
10/4/2004,Birmingham,Man United,1,2,A,1,0,H,11,10,8,6,0,0,0,0
10/4/2004,Blackburn,Leeds,1,2,A,0,1,A,9,8,7,3,2,2,0,0
10/4/2004,Bolton,Aston Villa,2,2,D,0,1,A,16,7,7,3,1,3,0,0
10/4/2004,Charlton,Portsmouth,1,1,D,1,0,H,9,10,3,8,1,1,0,0
10/4/2004,Chelsea,Middlesbrough,0,0,D,0,0,D,19,9,9,5,1,1,0,0
10/4/2004,Leicester,Fulham,0,2,A,0,0,D,10,9,7,4,2,0,0,0
10/4/2004,Man City,Wolves,3,3,D,2,2,D,14,15,8,9,0,1,0,0
11/4/2004,Newcastle,Arsenal,0,0,D,0,0,D,9,11,5,5,0,1,0,0
12/4/2004,Aston Villa,Chelsea,3,2,H,1,1,D,5,6,3,2,0,1,0,0
12/4/2004,Fulham,Blackburn,3,4,A,2,1,H,10,11,7,7,0,0,0,0
12/4/2004,Liverpool,Charlton,0,1,A,0,0,D,25,6,16,3,1,0,0,0
12/4/2004,Middlesbrough,Southampton,3,1,H,2,0,H,25,16,18,8,0,0,0,0
12/4/2004,Portsmouth,Birmingham,3,1,H,1,0,H,12,6,6,2,1,2,0,1
12/4/2004,Tottenham,Man City,1,1,D,0,1,A,15,9,10,8,1,1,0,0
12/4/2004,Wolves,Bolton,1,2,A,1,1,D,8,13,3,4,2,1,0,0
13/04/04,Leeds,Everton,1,1,D,0,1,A,14,8,7,4,2,1,0,0
13/04/04,Man United,Leicester,1,0,H,0,0,D,16,12,12,5,0,3,0,0
16/04/04,Arsenal,Leeds,5,0,H,3,0,H,15,7,8,2,0,0,0,0
17/04/04,Blackburn,Leicester,1,0,H,1,0,H,12,8,4,4,2,1,0,0
17/04/04,Bolton,Tottenham,2,0,H,1,0,H,15,4,10,0,1,2,0,0
17/04/04,Charlton,Birmingham,1,1,D,0,0,D,12,7,5,4,1,0,0,0
17/04/04,Chelsea,Everton,0,0,D,0,0,D,16,5,6,4,0,0,0,0
17/04/04,Liverpool,Fulham,0,0,D,0,0,D,18,11,10,7,0,3,0,0
17/04/04,Man City,Southampton,1,3,A,0,1,A,15,9,7,5,1,1,0,0
17/04/04,Portsmouth,Man United,1,0,H,1,0,H,9,19,4,12,2,1,0,0
17/04/04,Wolves,Middlesbrough,2,0,H,1,0,H,12,16,8,10,1,2,0,0
18/04/04,Aston Villa,Newcastle,0,0,D,0,0,D,10,5,1,4,1,4,0,1
20/04/04,Man United,Charlton,2,0,H,1,0,H,10,5,6,0,0,1,0,0
24/04/04,Everton,Blackburn,0,1,A,0,0,D,16,10,9,7,0,4,0,0
24/04/04,Fulham,Charlton,2,0,H,1,0,H,8,8,6,3,1,1,0,0
24/04/04,Leicester,Man City,1,1,D,0,1,A,12,11,5,5,1,1,0,0
24/04/04,Man United,Liverpool,0,1,A,0,0,D,11,9,4,4,2,1,0,0
24/04/04,Middlesbrough,Aston Villa,1,2,A,1,1,D,31,12,21,9,0,1,0,1
24/04/04,Southampton,Bolton,1,2,A,1,0,H,9,11,3,8,4,3,0,0
25/04/04,Birmingham,Wolves,2,2,D,2,1,H,14,11,9,7,1,0,0,0
25/04/04,Leeds,Portsmouth,1,2,A,0,1,A,14,7,6,5,2,2,0,0
25/04/04,Newcastle,Chelsea,2,1,H,1,1,D,21,17,12,6,1,2,0,0
25/04/04,Tottenham,Arsenal,2,2,D,0,2,A,13,9,7,7,1,1,0,0
1/5/2004,Arsenal,Birmingham,0,0,D,0,0,D,7,3,1,3,0,2,0,0
1/5/2004,Blackburn,Man United,1,0,H,0,0,D,12,9,8,5,2,1,0,0
1/5/2004,Charlton,Leicester,2,2,D,0,1,A,8,10,7,5,1,0,0,1
1/5/2004,Chelsea,Southampton,4,0,H,0,0,D,12,5,7,3,0,0,0,0
1/5/2004,Man City,Newcastle,1,0,H,0,0,D,7,7,3,6,1,1,0,0
1/5/2004,Portsmouth,Fulham,1,1,D,0,0,D,14,11,7,7,1,4,0,0
1/5/2004,Wolves,Everton,2,1,H,0,1,A,20,10,11,6,0,1,0,0
2/5/2004,Aston Villa,Tottenham,1,0,H,1,0,H,11,10,6,5,2,1,0,0
2/5/2004,Bolton,Leeds,4,1,H,0,1,A,21,6,14,4,3,2,0,1
2/5/2004,Liverpool,Middlesbrough,2,0,H,0,0,D,15,12,8,6,1,1,0,0
4/5/2004,Portsmouth,Arsenal,1,1,D,1,0,H,11,20,6,9,0,2,0,0
8/5/2004,Birmingham,Liverpool,0,3,A,0,1,A,3,15,2,8,2,0,1,0
8/5/2004,Everton,Bolton,1,2,A,0,1,A,16,10,9,3,2,0,0,0
8/5/2004,Leeds,Charlton,3,3,D,2,1,H,13,12,7,6,0,0,0,0
8/5/2004,Leicester,Portsmouth,3,1,H,2,0,H,13,14,9,7,0,2,0,0
8/5/2004,Man United,Chelsea,1,1,D,0,1,A,12,11,7,7,3,2,0,1
8/5/2004,Middlesbrough,Man City,2,1,H,2,1,H,12,14,7,6,1,1,0,0
8/5/2004,Southampton,Aston Villa,1,1,D,1,1,D,18,14,10,7,1,0,0,0
8/5/2004,Tottenham,Blackburn,1,0,H,1,0,H,16,14,13,2,0,2,0,0
9/5/2004,Fulham,Arsenal,0,1,A,0,1,A,12,7,5,5,1,3,0,0
9/5/2004,Newcastle,Wolves,1,1,D,1,0,H,19,15,8,7,1,2,0,0
12/5/2004,Southampton,Newcastle,3,3,D,2,2,D,15,22,12,12,1,2,0,0
15/05/04,Arsenal,Leicester,2,1,H,0,1,A,17,2,10,1,0,1,0,0
15/05/04,Aston Villa,Man United,0,2,A,0,2,A,16,12,8,8,4,3,0,2
15/05/04,Blackburn,Birmingham,1,1,D,1,0,H,10,9,5,5,0,0,0,0
15/05/04,Bolton,Fulham,0,2,A,0,1,A,17,10,9,6,1,1,0,0
15/05/04,Charlton,Southampton,2,1,H,1,0,H,10,12,5,4,0,1,0,0
15/05/04,Chelsea,Leeds,1,0,H,1,0,H,19,4,9,0,0,0,0,0
15/05/04,Liverpool,Newcastle,1,1,D,0,1,A,8,6,4,5,1,1,0,0
15/05/04,Man City,Everton,5,1,H,3,0,H,13,2,11,0,1,1,0,0
15/05/04,Portsmouth,Middlesbrough,5,1,H,3,1,H,16,19,10,4,0,0,0,0
15/05/04,Wolves,Tottenham,0,2,A,0,1,A,18,14,10,12,1,1,1,0
